budget_id,room_member_id,budget_amount,submitted_at
503175,303426,46000,2026-01-08 06:28:27
503176,303427,23000,2026-01-08 06:19:06
503177,303428,23000,2026-01-08 06:20:06
503178,303429,16000,2026-01-08 05:59:06
503179,303430,26000,2026-01-08 06:02:06
503180,303431,36000,2026-01-08 06:32:06
503181,303432,15000,2026-01-08 06:23:46
503182,303433,37000,2026-01-08 06:22:46
503183,303434,35000,2026-01-08 06:29:46
503184,303435,10000,2026-01-08 06:07:37
503185,303436,19000,2026-01-08 06:20:37
503186,303437,29000,2026-01-08 06:40:37
503187,303438,27000,2026-01-08 06:29:38
503188,303439,35000,2026-01-08 06:50:38
503189,303440,22000,2026-01-08 06:41:38
503190,303441,23000,2026-01-08 06:50:38
503191,303442,12000,2026-01-08 06:54:53
503192,303443,25000,2026-01-08 06:38:53
503193,303444,44000,2026-01-08 06:37:21
503194,303445,31000,2026-01-08 07:17:21
503195,303446,49000,2026-01-08 07:24:06
503196,303447,26000,2026-01-08 07:22:06
503197,303448,15000,2026-01-08 07:04:06
503198,303449,11000,2026-01-08 07:25:06
503199,303450,14000,2026-01-08 07:24:13
503200,303451,29000,2026-01-08 07:53:13
503201,303452,39000,2026-01-08 07:48:13
503202,303453,12000,2026-01-08 07:20:00
503203,303454,25000,2026-01-08 07:17:00
503204,303455,22000,2026-01-08 08:03:00
503205,303456,29000,2026-01-08 07:17:12
503206,303457,36000,2026-01-08 08:07:12
503207,303458,16000,2026-01-08 07:55:12
503208,303459,16000,2026-01-08 08:00:12
503209,303460,36000,2026-01-08 07:37:56
503210,303461,32000,2026-01-08 07:38:56
503211,303462,50000,2026-01-08 07:54:56
503212,303463,37000,2026-01-08 08:07:53
503213,303464,46000,2026-01-08 08:10:53
503214,303465,15000,2026-01-08 08:03:53
503215,303466,44000,2026-01-08 08:33:19
503216,303467,25000,2026-01-08 08:45:19
503217,303468,30000,2026-01-08 08:01:19
503218,303469,34000,2026-01-08 08:19:59
503219,303470,45000,2026-01-08 08:38:59
503220,303473,34000,2026-01-08 08:35:59
503221,303474,47000,2026-01-08 08:55:40
503222,303475,15000,2026-01-08 08:55:40
503223,303476,29000,2026-01-08 08:32:40
503224,303477,26000,2026-01-08 08:28:03
503225,303478,38000,2026-01-08 08:57:03
503226,303479,39000,2026-01-08 08:29:03
503227,303480,19000,2026-01-08 09:07:03
503228,303481,50000,2026-01-08 08:26:50
503229,303482,50000,2026-01-08 08:44:50
503230,303483,32000,2026-01-08 08:54:11
503231,303485,20000,2026-01-08 08:50:40
503232,303486,22000,2026-01-08 08:57:40
